"UF";"Município";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"CAICÓ";"Vereador";"11110";"MARIA LUCIA CARDOSO DELMIRO";"MARIINHA DO POSTO";"PP";"PP / PRB";"1";"Suplente";"137";"35501";",39";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"10111";"AROLDO VILAR SALDANHA";"AROLDO SALDANHA";"PRB";"PP / PRB";"1";"Suplente";"136";"35501";",38";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"40888";"DARLIELTON SALUSTIANO DA CRUZ";"DAVILA MEDEIROS";"PSB";"PSB";"1";"Não eleito";"136";"35501";",38";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"50123";"CINTHIA KALINE VIEIRA DA SILVA";"CINTHIA VIEIRA";"PSOL";"PSOL";"1";"Não eleito";"122";"35501";",34";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"51555";"FRANCISCO FRANCIVALDO DANTAS";"IRMÃO VALDO";"PEN";"PTN / PMN / PEN";"1";"Não eleito";"119";"35501";",34";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"20000";"GUTEMBERG BELTRÃO DA SILVA";"BISPO GUTEMBERG";"PSC";"PR / PHS / PSC";"1";"Suplente";"119";"35501";",34";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"51333";"JOSÉ SERGIO GONZAGA DA SILVA";"PASTOR SERGIO";"PEN";"PTN / PMN / PEN";"1";"Não eleito";"117";"35501";",33";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"65888";"ANAISIA DE ARAUJO BATISTA";"ISINHA BATISTA";"PC do B";"PT / PC do B / PDT";"1";"Suplente";"116";"35501";",33";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"12222";"JOSÉ MARIA DOS SANTOS";"PRETO CAZÉ";"PDT";"PT / PC do B / PDT";"1";"Suplente";"112";"35501";",32";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"10010";"JOSÉ CARDOSO DE ARAÚJO";"CARDOSO DA ASSOCIAÇÃO";"PRB";"PP / PRB";"1";"Suplente";"106";"35501";",3";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"44666";"CARLA TASSIANA DE MEDEIROS SILVA";"CARLINHA MEDEIROS";"PRP";"PTC / PRP";"1";"Suplente";"104";"35501";",29";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"65155";"ANTÔNIO NEVES DE ARAÚJO FILHO";"PROFESSOR ANTONIO NEVES";"PC do B";"PT / PC do B / PDT";"1";"Suplente";"103";"35501";",29";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"11114";"JACINTO LÚCIO DANTAS";"JACINTO DANTAS";"PP";"PP / PRB";"1";"Suplente";"98";"35501";",28";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"77123";"JOSÉ ANCHIETA DE BRITO";"ANCHIETA CONFECÇÕES";"SD";"PSDB / PSL / PSDC / SD / REDE";"1";"Suplente";"96";"35501";",27";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"11111";"MARGARIDA MACÊDO MARIZ";"MARGARIDA DAS DOMESTICAS";"PP";"PP / PRB";"1";"Suplente";"94";"35501";",26";"02/10/2016 19:30:48"
"RN";"CAICÓ";"Vereador";"11456";"LUIZ ANTÔNIO PEREIRA DA SILVA";"TOTA DO BOLO";"PP";"PP / PRB";"1";"Suplente";"93";"35501";",26";"02/10/2016 19:30:48"
