"UF";"Município";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"LAGOA NOVA";"Vereador";"55123";"LUCIANO PEREIRA DE MEDEIROS";"LUCIANO PEREIRA";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"234";"9888";"2,37";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"25555";"JOSÉ PIANO DO NASCIMENTO";"GALEGO PIANO";"DEM";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"198";"9888";"2";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15666";"GENIVAL JERONIMO DA COSTA";"GENIVAL";"PMDB";"PMDB / PTB";"1";"Suplente";"196";"9888";"1,98";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15115";"JOSE MATIAS NETO";"ZE MATIAS";"PMDB";"PMDB / PTB";"1";"Suplente";"189";"9888";"1,91";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"14111";"GILVAN LUIS DA SILVA";"GILVAN DE EMIDIO";"PTB";"PMDB / PTB";"1";"Suplente";"174";"9888";"1,76";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"77123";"MARIA DALVA DE MACEDO MEDEIROS";"DALVA MACÊDO";"SD";"PC do B / PSDC / PR / SD";"1";"Suplente";"170";"9888";"1,72";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15111";"MARCELO SALES DE MACEDO";"MARCELO";"PMDB";"PMDB / PTB";"1";"Suplente";"169";"9888";"1,71";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15615";"ROSA FRANCISCA DA SILVA";"ROSA DE ZE CHICO";"PMDB";"PMDB / PTB";"1";"Suplente";"157";"9888";"1,59";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"65456";"JOSÉ ATAÍDE MOREIRA";"ATAÍDE MARADONA";"PC do B";"PC do B / PSDC / PR / SD";"1";"Suplente";"148";"9888";"1,5";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"65555";"FRANCISCO DE LIMA SILVA";"FRANCISCO DO ATLETISMO";"PC do B";"PC do B / PSDC / PR / SD";"1";"Suplente";"129";"9888";"1,3";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15000";"MARIA DO CEU ACIOLE DA COSTA";"PRETA ACIOLE";"PMDB";"PMDB / PTB";"1";"Suplente";"122";"9888";"1,23";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55888";"ALENIRA FIRMINO DE MEDEIROS";"ALENIRA NEVES";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"64";"9888";",65";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"22333";"VALDEREIDE ABRAÃO DE SOUZA";"DUDA ABRAÃO";"PR";"PC do B / PSDC / PR / SD";"1";"Suplente";"59";"9888";",6";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55111";"ANTONIO FERREIRA DA COSTA NETO";"ANTÔNIO COSTA";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"49";"9888";",5";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55222";"ANTÔNIO HENRIQUE BENTO";"ANTONIO BENTO";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"45";"9888";",46";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"27123";"RAIMUNDO JOSÉ DE MELO";"GUINGUIN";"PSDC";"PC do B / PSDC / PR / SD";"1";"Suplente";"41";"9888";",41";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"22000";"CUSTODIO PINHEIRO BEZERRA";"CUSTODIO BEZERRA";"PR";"PC do B / PSDC / PR / SD";"1";"Suplente";"38";"9888";",38";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15222";"JAHNY EMANUELA DIAS DA SILVA SANTANA";"JAHNY DIAS";"PMDB";"PMDB / PTB";"1";"Suplente";"29";"9888";",29";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55110";"VITORIANO CÍCERO DA SILVA";"VITOR CÍCERO";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"19";"9888";",19";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"15234";"FRANCISCA RAIMUNDA DE ARAUJO";"TUTY";"PMDB";"PMDB / PTB";"1";"Suplente";"14";"9888";",14";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"14000";"FRANCIONE CLEMENTINO DA SILVA";"FRANCIONE CLEMENTINO";"PTB";"PMDB / PTB";"1";"Suplente";"11";"9888";",11";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55999";"VITÓRIA BEZERRA";"VITÓRIA BEZERRA";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"11";"9888";",11";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"22444";"MARIA DAS GRAÇAS MARTINS SANTOS";"MARIA MARTINS";"PR";"PC do B / PSDC / PR / SD";"1";"Suplente";"8";"9888";",08";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"90555";"MARLUCE PEDRO DOS SANTOS";"MARLUCE GALVÃO";"PROS";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"7";"9888";",07";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55113";"MAIARA SIMONE LUIZ DA SILVA";"MAIARA";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"6";"9888";",06";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"55567";"VERA MARIA DA SILVA CRUZ";"VERA";"PSD";"PSD / DEM / PEN / PROS / PRP";"1";"Suplente";"6";"9888";",06";"02/10/2016 18:32:22"
"RN";"LAGOA NOVA";"Vereador";"22567";"RENATA SAMILLA DA SILVA MEDEIROS";"SAMILLA MEDEIROS";"PR";"PC do B / PSDC / PR / SD";"1";"Suplente";"4";"9888";",04";"02/10/2016 18:32:22"
"RN";"LAGOA SALGADA";"Prefeito";"15";"OSIVAN SAVIO NASCIMENTO QUEIROZ";"OSIVAN";"PMDB";"PMDB / DEM / PHS";"1";"Eleito";"3619";"7408";"48,85";"02/10/2016 18:44:51"
"RN";"LAGOA SALGADA";"Prefeito";"40";"FRANKSLEY DOS SANTOS FREIRE";"FRANK DE CANINDÉ";"PSB";"PRB / PDT / PTN / PSB / PEN / PC do B";"1";"Não eleito";"2961";"7408";"39,97";"02/10/2016 18:44:51"
"RN";"LAGOA SALGADA";"Prefeito";"55";"JOAO BENJAMIM ALVIS";"BATISTA DE BEIJA";"PSD";"PP / PSD / SD";"1";"Não eleito";"661";"7408";"8,92";"02/10/2016 18:44:51"
"RN";"LAGOA SALGADA";"Prefeito";"50";"ALEXSANDRO TARGINO DA SILVA";"MANGA";"PSOL";"PSOL";"1";"Não eleito";"167";"7408";"2,25";"02/10/2016 18:44:51"
"RN";"LAGOA SALGADA";"Vereador";"31111";"JANILSON DANTAS FREIRE";"JANILSON DE LOURO";"PHS";"PMDB / DEM / PHS";"1";"Eleito";"833";"7443";"11,19";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"40222";"VICENTE FORTUNATO MAURICIO NETO";"VICENTE DE ZE PEQUENO";"PSB";"PDT / PSB / PEN / PC do B / PTN";"1";"Eleito";"565";"7443";"7,59";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"65888";"FRANCISCO DAVISOM DA CRUZ";"DAVISON ZANZO";"PC do B";"PDT / PSB / PEN / PC do B / PTN";"1";"Eleito";"555";"7443";"7,46";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15555";"OZIVALDO NASCIMENTO QUEIROZ";"NOVINHO";"PMDB";"PMDB / DEM / PHS";"1";"Eleito";"555";"7443";"7,46";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"12000";"FRANCISCA DAS CHAGAS DA SILVA COSTA";"PROFESSORA FRANCISCA";"PDT";"PDT / PSB / PEN / PC do B / PTN";"1";"Eleito";"519";"7443";"6,97";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"19333";"FERNANDA PEREIRA DOS SANTOS RODRIGUES";"FERNANDA DE PEDRO DO SINDICATO";"PTN";"PDT / PSB / PEN / PC do B / PTN";"1";"Eleito";"475";"7443";"6,38";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"40123";"SEBASTIAO ONOFRE SOBRINHO";"TIAO ONOFRE";"PSB";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"430";"7443";"5,78";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15123";"ANA CATARINA DA SILVA QUEIROZ";"ANA CATARINA";"PMDB";"PMDB / DEM / PHS";"1";"Eleito";"404";"7443";"5,43";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"25000";"MARIA JOSÉ DA SILVA OLIVEIRA";"MARIA JOSÉ DO BRANGE";"DEM";"PMDB / DEM / PHS";"1";"Eleito";"377";"7443";"5,07";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55111";"RAIMUNDO LUIZ DE SENA";"RAIMUNDO LUNGA";"PSD";"PP / PSD / SD";"1";"Eleito";"346";"7443";"4,65";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"77123";"THIAGO WELLYTON ARAUJO DA SILVA";"THIAGO ARAUJO";"SD";"PP / PSD / SD";"1";"Suplente";"310";"7443";"4,16";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15333";"JOSÉ CICERO DO NASCIMENTO";"CHINHA TIBURCIO";"PMDB";"PMDB / DEM / PHS";"1";"Suplente";"172";"7443";"2,31";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15111";"JOÃO MARIA DE SENA";"SENA MOTO TAXI";"PMDB";"PMDB / DEM / PHS";"1";"Suplente";"167";"7443";"2,24";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"50222";"FRANCISCA JOSE DO NASCIMENTO";"PROFESSORA NALVA";"PSOL";"PSOL";"1";"Não eleito";"161";"7443";"2,16";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15000";"JOSÉ NILTON DO NASCIMENTO";"NILTON DA PRESTAÇÃO";"PMDB";"PMDB / DEM / PHS";"1";"Suplente";"149";"7443";"2";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"40111";"JOSIVANIA FRANCINIZIA DA COSTA";"IZINIHA DE NALDINHO ELOI";"PSB";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"133";"7443";"1,79";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55555";"TIAGO ALVES BARBOSA";"THIAGO VOVÔ";"PSD";"PP / PSD / SD";"1";"Suplente";"113";"7443";"1,52";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"19222";"SEVERINO MAURICIO DE SOUZA";"MENININHO MAURICIO";"PTN";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"108";"7443";"1,45";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"25123";"ERIVALDO DA SILVA LIRA";"LIRA GÁS";"DEM";"PMDB / DEM / PHS";"1";"Suplente";"101";"7443";"1,36";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"51405";"SUELY BELCHIOR DA SILVA";"SUELY DO ARISCO";"PEN";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"100";"7443";"1,34";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55222";"EDVALDO BENJAMIN ALVES";"VAVÁ DE BEIJA";"PSD";"PP / PSD / SD";"1";"Suplente";"97";"7443";"1,3";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"19123";"HELIO RODRIGUES DOS SANTOS";"HÉLIO DO CAJUEIRO";"PTN";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"88";"7443";"1,18";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55123";"MIGUEL TRINDADE OLIVEIRA";"MIGUEL TRINDADE";"PSD";"PP / PSD / SD";"1";"Suplente";"47";"7443";",63";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"50123";"ROSILDA PEREIRA DE LIMA DE SÁ";"ROSINHA";"PSOL";"PSOL";"1";"Não eleito";"29";"7443";",39";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55321";"SANDRA MARIA SOUSA DO NASCIMENTO";"SANDRA PINICA";"PSD";"PP / PSD / SD";"1";"Suplente";"22";"7443";",3";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"40237";"JOSE PIAUI SOBRINHO";"PIAUI";"PSB";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"18";"7443";",24";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55333";"ELINALDO FRANCISCO DA ROCHA";"ELINALDO TIRIRICA";"PSD";"PP / PSD / SD";"1";"Suplente";"17";"7443";",23";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55000";"EDIVALDO INACIO GOMES";"PROFESSOR EDIVALDO";"PSD";"PP / PSD / SD";"1";"Suplente";"14";"7443";",19";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"50777";"FABIO SOARES COSTA";"FABINHO";"PSOL";"PSOL";"1";"Não eleito";"13";"7443";",17";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55600";"MARIA DE LOURDES FERREIRA DA SILVA";"PRETA DE DOCA";"PSD";"PP / PSD / SD";"1";"Suplente";"7";"7443";",09";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55654";"MARIA NAIANE ALVES";"NAYANE ALVES";"PSD";"PP / PSD / SD";"1";"Suplente";"5";"7443";",07";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"19111";"ANTONIO SERGIO CORDEIRO";"IRMÃO ANTONIO";"PTN";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"4";"7443";",05";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"25678";"VERA LUCIA BEZERRA";"VERA LUCIA";"DEM";"PMDB / DEM / PHS";"1";"Suplente";"2";"7443";",03";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"15611";"CLIDENOR FERREIRA XAVIER JUNIOR";"JUNIOR DE CLIDENOR";"PMDB";"PMDB / DEM / PHS";"1";"Suplente";"1";"7443";",01";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"65111";"JOSE FRANCISCO DE LIMA CONFESSOR";"BUBUCA";"PC do B";"PDT / PSB / PEN / PC do B / PTN";"1";"Suplente";"0";"7443";"0";"02/10/2016 18:44:57"
"RN";"LAGOA SALGADA";"Vereador";"55678";"JOSINEIDE FORTUNATO DE OLIVEIRA";"JOSY FORTUNATO";"PSD";"PP / PSD / SD";"1";"Suplente";"0";"7443";"0";"02/10/2016 18:44:57"
"RN";"LAJES";"Prefeito";"15";"JOSE MARQUES FERNANDES";"MARCAO";"PMDB";"PMDB / PDT / PRB / PMB / PSB / PV / PC do B / SD";"1";"Eleito";"3938";"7052";"55,84";"02/10/2016 18:54:39"
"RN";"LAJES";"Prefeito";"51";"JOÃO MARIA PEREIRA";"JOCA DE OZIR";"PEN";"PEN / PRP / PR / PT / PTN";"1";"Não eleito";"2052";"7052";"29,1";"02/10/2016 18:54:39"
"RN";"LAJES";"Prefeito";"55";"MARIA DE LOURDES SILVA DE ARRUDA MORAIS";"DRA. LOURDINHA";"PSD";"PP / PSDC / DEM / PSD";"1";"Não eleito";"747";"7052";"10,59";"02/10/2016 18:54:39"
"RN";"LAJES";"Prefeito";"23";"SANSAO GURGEL";"GURGEL";"PPS";"PPS";"1";"Não eleito";"315";"7052";"4,47";"02/10/2016 18:54:39"
"RN";"LAJES";"Vereador";"12345";"JOAO MARIA MARTINS";"CABILEIRA";"PDT";"PRB / PDT / PC do B";"1";"Eleito";"515";"7241";"7,11";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15111";"JOANILDO FELIX BARBOSA DA CRUZ";"NILDO DE JOAO OIAO";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Eleito";"438";"7241";"6,05";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"19999";"FELIPE FERREIRA DE MENEZES ARAÚJO";"FELIPE MENEZES";"PTN";"PEN / PRP / PR / PT / PTN";"1";"Eleito";"427";"7241";"5,9";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65500";"SUELY SOARES";"SUELY DA FARMACIA";"PC do B";"PRB / PDT / PC do B";"1";"Eleito";"425";"7241";"5,87";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"12111";"FRANCISCO IVO DAMASCENO DE LIMA";"CHICO IVO";"PDT";"PRB / PDT / PC do B";"1";"Eleito";"389";"7241";"5,37";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15000";"ROSEMARY DOS SANTOS COSTA MARTINS";"ROSA COSTA";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Eleito";"354";"7241";"4,89";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15670";"RILVA MARIA FERREIRA CUNHA";"RILVA";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Eleito";"351";"7241";"4,85";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"44444";"JOSÉ ALDERI PEREIRA";"ALDERI";"PRP";"PEN / PRP / PR / PT / PTN";"1";"Eleito";"313";"7241";"4,32";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"12222";"MANOEL QUIRINO DA COSTA";"MAEL QUIRINO";"PDT";"PRB / PDT / PC do B";"1";"Eleito";"302";"7241";"4,17";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15678";"GILSON DAMASCENO NUNES";"GILSON NUNES";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"299";"7241";"4,13";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15123";"JOSE TEIXEIRA DA SILVA";"DEDE DE SERRINHA";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"268";"7241";"3,7";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"44123";"FRANCISCO CANINDÉ DA SILVA JUNIOR";"BAIA";"PRP";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"235";"7241";"3,25";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"13113";"JOSÉ FERREIRA MENDES";"ZÉ MENDES";"PT";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"232";"7241";"3,2";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"51222";"JOSÉ NAZARENO DE ANDRADE";"NAZARENO ANDRADE";"PEN";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"229";"7241";"3,16";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"43333";"FRANCISCO CANINDE BENEDITO DE ALMEIDA";"CANINDÉ ALMEIDA";"PV";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"229";"7241";"3,16";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"10123";"FRANCISCO ANDRE FELIX";"ANDRÉ NORDESTE";"PRB";"PRB / PDT / PC do B";"1";"Suplente";"218";"7241";"3,01";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"10111";"ANTONIO CARLOS FELIX";"PROF. CARLOS";"PRB";"PRB / PDT / PC do B";"1";"Suplente";"155";"7241";"2,14";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"77777";"WILSON ALVES DA LUZ";"CRAVINA";"SD";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"142";"7241";"1,96";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15555";"ELMO ANDRADE DA SILVA";"ELMO ANDRADE";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"105";"7241";"1,45";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"27777";"FRANCISCO ANDRE BARBOSA DA SILVA";"ANDRE DA SAUDE";"PSDC";"PSDC / DEM / PP / PSD";"1";"Não eleito";"104";"7241";"1,44";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"10222";"PAULO IRAN MOREIRA JUNIOR";"PAULO JUNIOR";"PRB";"PRB / PDT / PC do B";"1";"Suplente";"102";"7241";"1,41";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65111";"KYWAL CLAUDINO DE LIMA";"KYWAL CLAUDINO";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"101";"7241";"1,39";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"12333";"FERNANDO GEORGE FERNANDES";"FERNANDO GEORGE";"PDT";"PRB / PDT / PC do B";"1";"Suplente";"99";"7241";"1,37";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55111";"FRANCISCA IVONETE BARBALHO DE ANDRADE";"IVONETE BARBALHO";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"94";"7241";"1,3";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55555";"GILBERTO VICTOR DE LIMA";"BETO VICTOR";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"83";"7241";"1,15";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"51111";"ANDRÉ LUIZ SILVA DE OLIVEIRA";"ANDRÉ TV";"PEN";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"70";"7241";",97";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"35111";"MARCIO JOSÉ DA SILVA";"MÁRCIO LOBÃO";"PMB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"59";"7241";",81";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"10555";"SOLANGE FRANCILENE BEZERRA";"SOLANGE";"PRB";"PRB / PDT / PC do B";"1";"Suplente";"59";"7241";",81";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55444";"IVANILDO MEDEIROS DE FREITAS";"CORCORAN";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"37";"7241";",51";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"12123";"ALDI RICARDO LEITE";"ALDI DOS CORREIOS";"PDT";"PRB / PDT / PC do B";"1";"Suplente";"36";"7241";",5";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65123";"MARIA DA CONCEIÇÃO ROCHA";"MARIA CHAPINHA";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"34";"7241";",47";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65444";"DANIEUDO DE MELO FRANÇA";"DANIEUDO";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"32";"7241";",44";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"23000";"THIAGO CAVALCANTE";"CATIMBOZEIRO";"PPS";"PPS";"1";"Não eleito";"22";"7241";",3";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15666";"FRANCISCA ILZA DA SILVA";"DONA NENEM";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"19";"7241";",26";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"27222";"FRANCISCO IZENILDO TEIXEIRA";"ZENILDO DA MINERAÇÃO";"PSDC";"PSDC / DEM / PP / PSD";"1";"Não eleito";"18";"7241";",25";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"51555";"JOSÉ TONES SOARES";"ZÉ TONES";"PEN";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"18";"7241";",25";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65000";"RENIER LUIZ MARTINS MENDES";"PROF. RENIER";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"15";"7241";",21";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55088";"ANA CLEIDE DA SILVA";"ANA CLEIDE";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"14";"7241";",19";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"35555";"DIOGINIO ESTEVAM";"DIÓ";"PMB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"13";"7241";",18";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"51123";"ELISANGELA SILVA DA COSTA";"PROF. ELISÂNGELA SILVA";"PEN";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"12";"7241";",17";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"13444";"MARICELMA PEREIRA";"MARICELMA";"PT";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"10";"7241";",14";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55123";"JOSE KLICIO DA SILVA";"KLICIO";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"7";"7241";",1";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55031";"LENEIDE BANDEIRA REINALDO";"LENEIDE";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"5";"7241";",07";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"19345";"WALFREDA SILVA";"LÊDA";"PTN";"PEN / PRP / PR / PT / PTN";"1";"Suplente";"3";"7241";",04";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15222";"LUANA GABRIELLA DA CRUZ SILVA";"LUANA";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"2";"7241";",03";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"12444";"REGIA LUCIA AMORIM MARTINS";"REGIA";"PDT";"PRB / PDT / PC do B";"1";"Suplente";"2";"7241";",03";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65222";"ROSIMERY FAUSTINO CAVALCANTE";"ROSY";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"2";"7241";",03";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"15777";"JURACI SOARES DA SILVA DE MELO";"JURACI";"PMDB";"PMDB / SD / PV / PSB / PMB";"1";"Suplente";"1";"7241";",01";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65789";"ELIONARIA KELY DE SOUZA SATURNO";"NARINHA";"PC do B";"PRB / PDT / PC do B";"1";"Suplente";"1";"7241";",01";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"55777";"ANTONIO DOS SANTOS";"ANTONIO SANTOS";"PSD";"PSDC / DEM / PP / PSD";"1";"Não eleito";"0";"7241";"0";"02/10/2016 18:54:59"
"RN";"LAJES";"Vereador";"65555";"JIMMY CLEYSON TEOFILO DA SILVA";"JIMMY";"PC do B";"PRB / PDT / PC do B";"1";"Não eleito";"0";"7241";"0";"02/10/2016 18:54:59"
"RN";"LAJES PINTADAS";"Prefeito";"15";"ANTONIA FERREIRA LIMA FURTADO";"PRETA";"PMDB";"PMDB / PMB / PSDB / PT / PP";"1";"Eleito";"2150";"4345";"49,48";"02/10/2016 19:25:48"
