"UF";"Cargo";"Número do candidato";"Nome do candidato";"Nome do candidato (urna)";"Partido";"Coligação";"Turno";"Situação de totalização";"Votos nominais do candidato";"Voto em trânsito";"Votos válidos por abrangência";"% votos válidos";"Data última totalização"
"RN";"Deputado Federal";"3636";"EDIESSE SOUSA COSTA FILHA";"CEIÇÃO EDÍESSE";"PTC";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"774";"0";"1618823";",05";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5033";"CLEDINALDA BEZERRA DE ARAUJO";"CLEDINALDA ARAUJO";"PSOL";"PSOL";"1";"Não eleito";"630";"0";"1618823";",04";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2828";"FRANCILUSO DE OLIVEIRA LIMA";"BRANCO";"PRTB";"PRTB";"1";"Não eleito";"589";"0";"1618823";",04";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5022";"ELMINORA RODRIGUES DA ROCHA";"MINORA ROCHA";"PSOL";"PSOL";"1";"Não eleito";"548";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"4400";"LIDIANE MIRELLE GUIMARAES";"LIDIANE GUIMARAES";"PRP";"PRP";"1";"Não eleito";"533";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5013";"DAMIÃO DE SOUSA SABINO";"DAMIÃO SABINO";"PSOL";"PSOL";"1";"Não eleito";"512";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2846";"SEVERINO ANTUNES PENHA";"PENHA";"PRTB";"PRTB";"1";"Não eleito";"449";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5112";"MACILEI MACIEL";"MACILEI MACIEL";"PATRI";"PATRI / PPL";"1";"Não eleito";"442";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5455";"JOSELITO LIMA DE OLIVEIRA";"JOSELITO OLIVEIRA";"PPL";"PATRI / PPL";"1";"Não eleito";"438";"0";"1618823";",03";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5122";"DAMIÃO ELIAS FERNANDES";"DAMIÃO POTÊNCIA";"PATRI";"PATRI / PPL";"1";"Não eleito";"384";"0";"1618823";",02";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5413";"ISRAEL FERNANDES PEREIRA";"ISRAEL DO SINDICATO";"PPL";"PATRI / PPL";"1";"Não eleito";"376";"0";"1618823";",02";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1011";"SONIA MARIA TORRES ANTUNES";"SÔNIA TORRES ";"PRB";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Suplente";"373";"0";"1618823";",02";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2884";"RAIMUNDO DE LIMA BARACHO";"RAIMUNDO BARACHO";"PRTB";"PRTB";"1";"Não eleito";"347";"0";"1618823";",02";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"3113";"ANTONIO VENANCIO DE SOUZA";"VENÂNCIO SOUZA";"PHS";"PT / PC do B / PHS";"1";"Suplente";"331";"0";"1618823";",02";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2810";"VALDIVINO TEIXEIRA RIBEIRO";"DIVINO";"PRTB";"PRTB";"1";"Não eleito";"234";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2860";"WALKSON DA SILVA TORRES";"WALKSON SILVA";"PRTB";"PRTB";"1";"Não eleito";"217";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5123";"FRANCISCO NETO";"NETO CAMILO";"PATRI";"PATRI / PPL";"1";"Não eleito";"215";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2840";"FABIANA CRISTYANNY BESSA";"FABIANA BESSA";"PRTB";"PRTB";"1";"Não eleito";"156";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5155";"INGRID HANNALICE DE FREITAS DA SILVA";"INGRID HANNA";"PATRI";"PATRI / PPL";"1";"Não eleito";"146";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5104";"MARIA JOSÉ VITOR DA SILVA";"MARIA JOSÉ";"PATRI";"PATRI / PPL";"1";"Não eleito";"144";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5109";"REVIL ALVES DOS SANTOS";"REVIL ALVES";"PATRI";"PATRI / PPL";"1";"Não eleito";"134";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5177";"UARTA DANTAS DA SILVA AMORIM";"UARTA DANTAS";"PATRI";"PATRI / PPL";"1";"Não eleito";"132";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2855";"MARCOS ANDRE DA SILVA";"MARCOS ANDRE";"PRTB";"PRTB";"1";"Não eleito";"118";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5130";"WENDELLA SARA COSTA DA SILVA";"WENDELLA SARA";"PATRI";"PATRI / PPL";"1";"Não eleito";"117";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2890";"ROSA MARIA PEREIRA DE SOUZA";"ROSA MARIA";"PRTB";"PRTB";"1";"Não eleito";"110";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2800";"TATIANE RODRIGUES DA SILVA";"TATY RODRIGUES";"PRTB";"PRTB";"1";"Não eleito";"102";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2871";"JESSE ARTUR DE OLIVEIRA";"JESSE ARTUR";"PRTB";"PRTB";"1";"Não eleito";"99";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2845";"ERIVANILDA PEREIRA DE LIMA";"ERIVANILDA PEREIRA";"PRTB";"PRTB";"1";"Não eleito";"90";"0";"1618823";",01";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2929";"DANIEL CIRILO ALVES FERREIRA";"DANIEL CIRILO";"PCO";"PCO";"1";"Não eleito";"52";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5120";"WANESSA DE MEDEIROS MARIANO";"WANESSA MEDEIROS";"PATRI";"PATRI / PPL";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"1933";"JUMARIA SOUZA FERNANDES DE OLIVEIRA MOTA";"JUMARIA MOTA";"PODE";"PDT / PP / MDB / PODE / DEM";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2822";"JOSÉ CONFESSOR TEIXEIRA";"CONFESSOR O AGENTE DA GENTE";"PRTB";"PRTB";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2811";"JAZIEL DA SILVA NASCIMENTO";"JAZIEL NASCIMENTO";"PRTB";"PRTB";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"2844";"CLECIA DAIANE SOUZA DA SILVA";"TERCIA DAYANE";"PRTB";"PRTB";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Federal";"5566";"DILSON FREITAS FONTES";"LELEU";"PSD";"PRB / PTB / PR / PPS / PMB / PTC / PSB / PSDB / PSD / AVANTE / PROS";"1";"Não eleito";"0";"0";"1618823";"0";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45678";"EZEQUIEL GALVAO FERREIRA DE SOUZA";"EZEQUIEL";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"58221";"0";"1686592";"3,45";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45888";"GUSTAVO HENRIQUE LIMA DE CARVALHO";"GUSTAVO CARVALHO";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"47544";"0";"1686592";"2,82";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70000";"BERNARDO CESAR CARLOS BELARMINO DE AMORIM";"DR. BERNARDO";"AVANTE";"PRB / AVANTE";"1";"Eleito";"42049";"0";"1686592";"2,49";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45123";"LUIZ ANTONIO LOURENCO DE FARIAS";"TOMBA FARIAS";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"41249";"0";"1686592";"2,45";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"15222";"NELTER LULA DE QUEIROZ SANTOS";"NELTER QUEIROZ";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"40717";"0";"1686592";"2,41";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"15100";"HERMANO DA COSTA MORAES";"HERMANO MORAIS";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"38053";"0";"1686592";"2,26";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55555";"JOSÉ GALENO DIOGENES TORQUATO";"GALENO TORQUATO";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"34532";"0";"1686592";"2,05";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"22222";"GEORGE MONTENEGRO SOARES";"GEORGE SOARES";"PR";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"34263";"0";"1686592";"2,03";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45333";"RAIMUNDO NONATO PESSOA FERNANDES";"RAIMUNDO FERNANDES";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"33965";"0";"1686592";"2,01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"54444";"CRISTIANE BEZERRA DE SOUZA DANTAS";"CRISTIANE DANTAS";"PPL";"PATRI / PSL / PSC / DC / PPL";"1";"Eleito";"33860";"0";"1686592";"2,01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77123";"KELPS DE OLIVEIRA LIMA";"KELPS";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Eleito";"33819";"0";"1686592";"2,01";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"25110";"GETÚLIO NUNES DO RÊGO";"GETULIO RÊGO";"DEM";"PDT / PP / MDB / PODE / DEM";"1";"Eleito";"33477";"0";"1686592";"1,98";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13123";"MARIA ISOLDA DANTAS DE MOURA";"ISOLDA DANTAS";"PT";"PT / PC do B / PHS";"1";"Eleito";"32963";"0";"1686592";"1,95";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"70123";"KLEBER GEVERSON DE OLIVEIRA RODRIGUES";"KLEBER RODRIGUES";"AVANTE";"PRB / AVANTE";"1";"Eleito";"32755";"0";"1686592";"1,94";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55222";"VIVALDO SILVINO DA COSTA";"VIVALDO COSTA";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"32638";"0";"1686592";"1,94";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"90111";"ALBERT DICKSON DE LIMA";"ALBERT DICKSON OFTALMOLOGISTA";"PROS";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"31698";"0";"1686592";"1,88";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31000";"MANOEL CUNHA NETO";"SOUZA";"PHS";"PT / PC do B / PHS";"1";"Eleito";"31097";"0";"1686592";"1,84";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"15555";"ADJUTO DIAS DE ARAÚJO NETO";"ADJUTO DIAS";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"28697";"0";"1686592";"1,7";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17190";"ANDRÉ LUIZ VIEIRA DE AZEVEDO";"CORONEL AZEVEDO";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Eleito";"27606";"0";"1686592";"1,64";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45555";"JOSÉ DIAS DE SOUZA MARTINS";"JOSÉ DIAS";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Eleito";"27275";"0";"1686592";"1,62";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55133";"JACOB HELDER GUEDES DE OLIVEIRA JÁCOME";"JACÓ JÁCOME";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"26864";"0";"1686592";"1,59";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"22123";"TEREZINHA MAIA DE MEDEIROS";"TEREZINHA MAIA";"PR";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"26849";"0";"1686592";"1,59";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45000";"LARISSA DANIELA DA ESCOSSIA ROSADO ANDRADE";"LARISSA ROSADO";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"25909";"0";"1686592";"1,54";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"22333";"JORGE RICARDO DO ROSARIO";"JORGE DO ROSARIO";"PR";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"23512";"0";"1686592";"1,39";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13222";"FRANCISCO ASSIS DE MEDEIROS";"FRANCISCO DO PT";"PT";"PT / PC do B / PHS";"1";"Eleito";"23448";"0";"1686592";"1,39";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55444";"IVAN LOPES JÚNIOR";"IVAN JÚNIOR";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"23264";"0";"1686592";"1,38";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55221";"GUSTAVO ALEXANDRE MUNIZ COSTA";"GUSTAVO COSTA";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"22767";"0";"1686592";"1,35";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"36666";"EUDIANE JANAINA DE MACEDO SILVA";"EUDIANE MACEDO";"PTC";"PTB / PPS / PMB / PTC / PRP";"1";"Eleito";"22333";"0";"1686592";"1,32";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"10333";"FRANCISCO DE ASSIS VALENTIM DA COSTA";"BISPO FRANCISCO DE ASSIS";"PRB";"PRB / AVANTE";"1";"Suplente";"22256";"0";"1686592";"1,32";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45111";"MARCIA FARIA MAIA";"MARCIA MAIA";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"21925";"0";"1686592";"1,3";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65123";"CARLOS AUGUSTO DE PAIVA MAIA";"CARLOS AUGUSTO MAIA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"21492";"0";"1686592";"1,27";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"12123";"YRAGUACY ARAUJO ALMEIDA DE SOUZA";"NINA SOUZA";"PDT";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"21355";"0";"1686592";"1,27";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"45456";"GUSTAVO REGIO TORQUATO FERNANDES";"GUSTAVO FERNANDES";"PSDB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"21089";"0";"1686592";"1,25";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77677";"ALLYSON LEANDRO BEZERRA SILVA";"ALLYSON BEZERRA";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Eleito";"20228";"0";"1686592";"1,2";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"36222";"UBALDO FERNANDES DA SILVA";"UBALDO FERNANDES";"PTC";"PTB / PPS / PMB / PTC / PRP";"1";"Eleito";"20148";"0";"1686592";"1,19";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50123";"SANDRO DE OLIVEIRA PIMENTEL";"SANDRO PIMENTEL";"PSOL";"PSOL";"1";"Eleito";"19158";"0";"1686592";"1,14";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50500";"ROBERIO PAULINO RODRIGUES";"PROF ROBERIO";"PSOL";"PSOL";"1";"Suplente";"18550";"0";"1686592";"1,1";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"40333";"RICARDO JOSÉ MEIRELLES DA MOTTA";"RICARDO MOTTA";"PSB";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"18036";"0";"1686592";"1,07";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77190";"ELIABE MARQUES DA SILVA";"SUBTENENTE ELIABE";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"16233";"0";"1686592";",96";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"14123";"GETÚLIO BATISTA DA SILVA NETO";"GETÚLIO BATISTA";"PTB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"16172";"0";"1686592";",96";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55777";"FRANCISCA EDERLINDA PEREIRA DIAS";"DRA. EDERLINDA";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"15895";"0";"1686592";",94";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77777";"FERNANDO ANTONIO BEZERRA";"FERNANDO";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"15581";"0";"1686592";",92";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"20000";"ABIDENE SALUSTIANO DA SILVA";"ABIDENE";"PSC";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"15366";"0";"1686592";",91";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"44123";"DEYSE ELAINE BEZERRA NEVES ";"ELAINE NEVES";"PRP";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"14247";"0";"1686592";",84";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13333";"JOAO CABRAL DE LIRA";"JOÃO CABRAL";"PT";"PT / PC do B / PHS";"1";"Suplente";"11959";"0";"1686592";",71";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17000";"CICERO ALVES MARTINS";"CICERO MARTINS";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"11877";"0";"1686592";",7";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"36555";"KATIA CARVALHO DE LIMA";"KATIA PIRES";"PTC";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"11063";"0";"1686592";",66";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"15123";"MARIA GORETI DA SILVEIRA PINTO";"GORETE SILVEIRA";"MDB";"PDT / PP / MDB / PODE / DEM";"1";"Suplente";"10840";"0";"1686592";",64";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35190";"ANDRÉ LUIS FERNANDES DA FONSECA";"CORONEL FERNANDES";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"10762";"0";"1686592";",64";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13666";"ERALDO DANIEL DE PAIVA";"ERALDO";"PT";"PT / PC do B / PHS";"1";"Suplente";"8990";"0";"1686592";",53";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17777";"DANIEL LIMA SAMPAIO";"DR. DANIEL ";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"8583";"0";"1686592";",51";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35222";"ANTÕNIO MARCOS DE ABREU PEIXOTO";"DELEGADO PEIXOTO";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"8496";"0";"1686592";",5";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50444";"LUIS CARLOS NORONHA E SOUSA";"PROF LUIS CARLOS";"PSOL";"PSOL";"1";"Suplente";"7847";"0";"1686592";",47";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77333";"JOSE MICHAEL LUCENA DINIZ";"MICHAEL DINIZ";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"7773";"0";"1686592";",46";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"17017";"JOSÉ LUIZ GONDIN SANTOS";"CAPITÃO GONDIN";"PSL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"7319";"0";"1686592";",43";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50222";"MAURICIO GURGEL PRAXEDES FILHO";"MAURICIO GURGEL";"PSOL";"PSOL";"1";"Suplente";"7038";"0";"1686592";",42";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77444";"ALEX SANDRO DA CONCEIÇÃO NUNES DA SILVA";"PASTOR ALEX";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"6628";"0";"1686592";",39";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"65656";"GEORGE LUIZ ROCHA DA CAMARA";"GEORGE CÂMARA";"PC do B";"PT / PC do B / PHS";"1";"Suplente";"6466";"0";"1686592";",38";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35007";"DINARTE TORRES CRUZ";"DINARTE TORRES";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"6405";"0";"1686592";",38";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77555";"KLAUS ASSIS DOS ANJOS ARAUJO";"KLAUS";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"6150";"0";"1686592";",36";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"77888";"TARCISIO JOSE RIBEIRO DE LARA ANDRADE JUNIOR";"TARCISIO JR";"SOLIDARIEDADE";"PV / SOLIDARIEDADE";"1";"Suplente";"6087";"0";"1686592";",36";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"54333";"FLÁVIO TACITO DA SILVA VIEIRA";"FLAVINHO";"PPL";"PATRI / PSL / PSC / DC / PPL";"1";"Suplente";"6053";"0";"1686592";",36";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35777";"RAIMUNDO MENDES ALVES";"DR. MENDES";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"5817";"0";"1686592";",34";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"35333";"ANA LUISA DE CASTRO SILVA";"ANA LUÍSA";"PMB";"PTB / PPS / PMB / PTC / PRP";"1";"Suplente";"5160";"0";"1686592";",31";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"22000";"IGOR RAFAEL AZEVEDO E SILVA";"IGOR RAFAEL";"PR";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"5124";"0";"1686592";",3";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13000";"PETRÔNIO SOUZA SPINELLI";"PETRONIO SPINELLI";"PT";"PT / PC do B / PHS";"1";"Suplente";"5031";"0";"1686592";",3";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13113";"MIGUEL SALUSTIANO DE LIMA";"PROF MIGUEL";"PT";"PT / PC do B / PHS";"1";"Suplente";"4986";"0";"1686592";",3";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"31111";"MAURICIO MARQUES DOS SANTOS";"MAURÍCIO MARQUES";"PHS";"PT / PC do B / PHS";"1";"Suplente";"4851";"0";"1686592";",29";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"55333";"RAIMUNDO DA COSTA SOBRINHO";"RAIMUNDO COSTA";"PSD";"PR / PSB / PSDB / PSD / PROS";"1";"Suplente";"4598";"0";"1686592";",27";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"50100";"MILKLEI LEITE";"MILKLEI LEITE";"PSOL";"PSOL";"1";"Suplente";"4346";"0";"1686592";",26";"18/12/2018 12:38:35"
"RN";"Deputado Estadual";"13311";"MADA CECILIA MAIA CALADO PEREIRA";"MADA CALADO";"PT";"PT / PC do B / PHS";"1";"Suplente";"4125";"0";"1686592";",24";"18/12/2018 12:38:35"
